@relation cancer
@attribute 0 NUMERIC
@attribute 1 NUMERIC
@attribute 2 NUMERIC
@attribute 3 NUMERIC
@attribute 4 NUMERIC
@attribute 5 NUMERIC
@attribute 6 NUMERIC
@attribute 7 NUMERIC
@attribute 8 NUMERIC
@attribute 9 NUMERIC
@attribute 10 NUMERIC
@attribute 11 NUMERIC
@attribute 12 NUMERIC
@attribute 13 NUMERIC
@attribute 14 NUMERIC
@attribute 15 NUMERIC
@attribute 16 NUMERIC
@attribute 17 NUMERIC
@attribute 18 NUMERIC
@attribute 19 NUMERIC
@attribute 20 NUMERIC
@attribute 21 NUMERIC
@attribute classes {0,1,}
@data
0.03967777777776308,0.03296296296295075,0.018414814814807993,0.0155629629629572,0.014777777777772304,0.014737037037031579,0.015288888888883226,0.016933333333327062,0.018911111111104106,0.021088888888881076,0.021177777777769934,0.02155555555554757,0.01777037037036379,0.01587037037036449,0.013307407407402478,0.013192592592587706,0.01204074074073628,0.012874074074069305,0.017655555555549016,0.03165555555554383,0.042774074074058234,0.5717703703701587,0
0.05421111111109103,0.043892592592576336,0.013122222222217362,0.007351851851849129,0.005711111111108996,0.005681481481479378,0.006648148148145686,0.008422222222219103,0.01199259259258815,0.015277777777772119,0.018570370370363493,0.019588888888881634,0.014877777777772267,0.01219629629629178,0.00812962962962662,0.007548148148145353,0.006433333333330951,0.008499999999996852,0.013711111111106032,0.03992592592591114,0.05217777777775845,0.6260296296293978,0
0.042722222222206396,0.03164444444443273,0.016237037037031023,0.012162962962958459,0.010840740740736725,0.011699999999995667,0.014014814814809625,0.016874074074067824,0.020207407407399923,0.023385185185176523,0.024418518518509475,0.024144444444435503,0.017799999999993408,0.015366666666660976,0.01114814814814402,0.010259259259255459,0.009248148148144723,0.011566666666662383,0.017177777777771415,0.031474074074062414,0.041174074074058827,0.5864333333331161,0
0.0562185185184977,0.04040740740739244,0.01784814814814154,0.010155555555551794,0.008585185185182006,0.007755555555552683,0.007948148148145205,0.008607407407404219,0.00970370370370011,0.011177777777773637,0.013099999999995149,0.017737037037030466,0.014429629629624286,0.015507407407401664,0.013577777777772748,0.014588888888883485,0.01405555555555035,0.01626296296295694,0.021285185185177302,0.03670740740739381,0.05509629629627589,0.5892444444442262,0
0.0436777777777616,0.032785185185173045,0.017174074074067715,0.012222222222217695,0.01165925925925494,0.01208518518518071,0.013418518518513549,0.01489629629629078,0.016451851851845757,0.01802222222221555,0.018262962962956198,0.020781481481473785,0.015951851851845944,0.01586666666666079,0.013185185185180302,0.013314814814809884,0.012781481481476748,0.01579999999999415,0.020174074074066604,0.03404074074072813,0.044918518518501885,0.5825296296294139,0
0.04371111111109492,0.03332222222220988,0.02163333333332532,0.016214814814808808,0.01389629629629115,0.013211111111106217,0.013303703703698776,0.014744444444438983,0.0162037037036977,0.01768888888888234,0.017188888888882523,0.018748148148141203,0.014918518518512993,0.014348148148142835,0.012625925925921249,0.012725925925921212,0.012048148148143686,0.01464444444443902,0.0204851851851776,0.031155555555544015,0.045485185185168336,0.5816962962960809,0
0.05087777777775893,0.04217037037035475,0.015988888888882967,0.011270370370366196,0.010362962962959126,0.009637037037033468,0.009866666666663013,0.010811111111107106,0.011240740740736577,0.012203703703699184,0.013540740740735725,0.014899999999994482,0.011370370370366159,0.010822222222218214,0.00902222222221888,0.009559259259255718,0.008748148148144909,0.010437037037033171,0.014925925925920397,0.038066666666652565,0.05098888888887,0.6231888888886581,0
0.050099999999981444,0.0398666666666519,0.019448148148140946,0.015370370370364678,0.013792592592587484,0.012766666666661939,0.012270370370365826,0.01204074074073628,0.013333333333328395,0.016414814814808734,0.01965925925925198,0.01743703703703058,0.012566666666662013,0.01132592592592173,0.007603703703700887,0.007118518518515882,0.00649629629629389,0.007803703703700813,0.01297777777777297,0.03942222222220762,0.048399999999982075,0.6037851851849616,0
0.029499999999989073,0.02498148148147223,0.01605555555554961,0.014251851851846574,0.01472222222221677,0.01688518518517893,0.02105925925925146,0.024751851851842685,0.028185185185174745,0.03069999999998863,0.030155555555544385,0.03154444444443276,0.023911111111102255,0.02236666666665838,0.01646666666666057,0.014511111111105736,0.013011111111106291,0.013174074074069194,0.015018518518512956,0.02761851851850829,0.0373222222222084,0.5338074074072097,0
0.05092592592590706,0.04554814814813128,0.016240740740734727,0.009181481481478081,0.006851851851849314,0.006025925925923694,0.006237037037034727,0.006244444444442132,0.007855555555552646,0.009362962962959496,0.010222222222218436,0.012703703703698999,0.009374074074070602,0.009966666666662976,0.00805185185184887,0.009244444444441021,0.008337037037033949,0.011525925925921656,0.01791851851851188,0.0403444444444295,0.05248518518516575,0.6453518518516128,0
0.05020740740738881,0.044766666666650086,0.014255555555550276,0.00805185185184887,0.006581481481479044,0.005911111111108922,0.006022222222219991,0.006529629629627211,0.008822222222218954,0.012666666666661976,0.015829629629623768,0.0177888888888823,0.012177777777773267,0.010966666666662605,0.009011111111107774,0.008970370370367048,0.009237037037033616,0.013051851851847018,0.019518518518511288,0.03803703703702295,0.05278148148146193,0.6288148148145819,0
0.04541111111109429,0.027944444444434096,0.023692592592583817,0.02277777777776934,0.022148148148139944,0.022722222222213807,0.025518518518509066,0.02585555555554598,0.025581481481472008,0.023085185185176636,0.021859259259251165,0.022192592592584375,0.017666666666660124,0.01735925925925283,0.015337037037031357,0.0165148148148087,0.01510370370369811,0.017451851851845387,0.02232592592591766,0.02976666666665564,0.048262962962945084,0.49142222222204024,0
0.03542962962961651,0.02193333333332521,0.02059999999999237,0.020844444444436724,0.02204444444443628,0.022685185185176784,0.026862962962953013,0.03185925925924746,0.038585185185170894,0.044459259259242795,0.04592222222220521,0.04472962962961306,0.03572222222220899,0.028781481481470823,0.023470370370361676,0.02178888888888082,0.02012222222221477,0.02163333333332532,0.02291851851851003,0.021737037037028985,0.03774444444443047,0.39012592592578144,0
0.04729629629627878,0.03820740740739326,0.011455555555551312,0.007422222222219473,0.006381481481479118,0.0059481481481459455,0.007022222222219621,0.007859259259256348,0.012870370370365604,0.026196296296286593,0.03667037037035679,0.02275925925925083,0.010707407407403441,0.009411111111107626,0.007344444444441724,0.007711111111108255,0.00784444444444154,0.010570370370366455,0.015670370370364565,0.03705555555554183,0.046770370370353045,0.6168259259256975,0
