@relation cancer
@attribute 0 NUMERIC
@attribute 1 NUMERIC
@attribute 2 NUMERIC
@attribute 3 NUMERIC
@attribute 4 NUMERIC
@attribute 5 NUMERIC
@attribute 6 NUMERIC
@attribute 7 NUMERIC
@attribute 8 NUMERIC
@attribute 9 NUMERIC
@attribute 10 NUMERIC
@attribute 11 NUMERIC
@attribute 12 NUMERIC
@attribute 13 NUMERIC
@attribute 14 NUMERIC
@attribute 15 NUMERIC
@attribute 16 NUMERIC
@attribute 17 NUMERIC
@attribute 18 NUMERIC
@attribute 19 NUMERIC
@attribute 20 NUMERIC
@attribute 21 NUMERIC
@attribute 22 NUMERIC
@attribute 23 NUMERIC
@attribute 24 NUMERIC
@attribute 25 NUMERIC
@attribute 26 NUMERIC
@attribute 27 NUMERIC
@attribute 28 NUMERIC
@attribute 29 NUMERIC
@attribute 30 NUMERIC
@attribute 31 NUMERIC
@attribute 32 NUMERIC
@attribute 33 NUMERIC
@attribute 34 NUMERIC
@attribute 35 NUMERIC
@attribute 36 NUMERIC
@attribute 37 NUMERIC
@attribute 38 NUMERIC
@attribute 39 NUMERIC
@attribute classes {0,1,}
@data
0.031055555555544054,0.0176333333333268,0.010681481481477526,0.006929629629627063,0.005807407407405257,0.004977777777775934,0.005122222222220325,0.004870370370368566,0.0048925925925907806,0.004722222222220474,0.004851851851850055,0.004788888888887115,0.005499999999997963,0.005385185185183191,0.006099999999997741,0.0066444444444419834,0.006966666666664087,0.007340740740738022,0.00737037037036764,0.007574074074071269,0.007855555555552646,0.006911111111108551,0.00671851851851603,0.006303703703701369,0.005381481481479489,0.004833333333331543,0.004329629629628026,0.004422222222220585,0.004214814814813254,0.003929629629628174,0.00408148148147997,0.0036444444444430945,0.004196296296294742,0.0043666666666650495,0.005451851851849833,0.006770370370367863,0.009855555555551905,0.016481481481475376,0.030440740740729465,0.7005962962960368,0
0.03731481481480099,0.025822222222212657,0.007759259259256386,0.003399999999998741,0.0019148148148141057,0.001403703703703184,0.001037037037036653,0.000981481481481118,0.0009444444444440946,0.0009518518518514994,0.0012111111111106625,0.0014296296296291001,0.0017222222222215843,0.0021814814814806733,0.002781481481480451,0.0033703703703691222,0.004418518518516882,0.005274074074072121,0.006133333333331062,0.006914814814812254,0.0073999999999972595,0.006255555555553238,0.005874074074071899,0.0051925925925906695,0.003911111111109662,0.0033111111111098846,0.0027592592592582373,0.0021592592592584595,0.0018777777777770823,0.0014703703703698259,0.001403703703703184,0.0013111111111106255,0.0014925925925920397,0.0016333333333327284,0.002222222222221399,0.003818518518517104,0.008314814814811736,0.021566666666658678,0.03359259259258015,0.7674666666663824,0
0.03492592592591299,0.016288888888882858,0.011281481481477304,0.006933333333330766,0.005374074074072084,0.004429629629627989,0.004025925925924435,0.0038074074074059975,0.003870370370368937,0.004229629629628063,0.004396296296294668,0.004799999999998222,0.005740740740738615,0.006366666666664309,0.006925925925923361,0.007570370370367566,0.00892592592592262,0.009411111111107626,0.010051851851848129,0.01073703703703306,0.010129629629625879,0.008837037037033764,0.008237037037033986,0.006755555555553053,0.006281481481479155,0.0049296296296278035,0.0043370370370354305,0.0038333333333319137,0.003737037037035653,0.002933333333332247,0.0029444444444433537,0.0030444444444433167,0.003559259259257941,0.004140740740739207,0.005255555555553609,0.006951851851849277,0.011159259259255126,0.01534444444443876,0.030211111111099923,0.6872851851849306,0
0.04734814814813061,0.020525925925918325,0.016237037037031023,0.009229629629626212,0.005370370370368381,0.003925925925924472,0.0031407407407395777,0.002622222222221251,0.0029037037037026284,0.002666666666665679,0.0027370370370360234,0.002533333333332395,0.0028925925925915212,0.0027629629629619397,0.003092592592591447,0.0033777777777765266,0.0036333333333319878,0.00392222222222077,0.004396296296294668,0.005174074074072158,0.006237037037034727,0.005281481481479526,0.005874074074071899,0.005903703703701517,0.005322222222220251,0.005185185185183265,0.00490740740740559,0.0050592592592573855,0.004614814814813106,0.004555555555553869,0.004325925925924324,0.004744444444442687,0.004803703703701924,0.004999999999998148,0.006407407407405035,0.007744444444441576,0.011766666666662309,0.018774074074067122,0.04059999999998496,0.6943999999997428,0
0.035914814814801514,0.01801111111110444,0.011237037037032875,0.006962962962960384,0.005562962962960902,0.004451851851850203,0.003933333333331877,0.003962962962961495,0.0041370370370355045,0.004277777777776193,0.00451111111110944,0.004740740740738985,0.004788888888887115,0.005174074074072158,0.005540740740738689,0.0058814814814793035,0.006125925925923657,0.006692592592590114,0.006885185185182635,0.007596296296293483,0.007737037037034171,0.0071037037037010725,0.0066407407407382815,0.006722222222219732,0.0055592592592572,0.005562962962960902,0.004944444444442613,0.004722222222220474,0.00452592592592425,0.00424074074073917,0.00457407407407238,0.004744444444442687,0.005174074074072158,0.0056888888888867815,0.006551851851849425,0.008648148148144946,0.012159259259254755,0.015825925925920064,0.03389259259258004,0.6885925925923375,0
0.036322222222208767,0.015922222222216325,0.01272222222221751,0.010118518518514771,0.007933333333330395,0.006662962962960495,0.005466666666664642,0.005099999999998111,0.005037037037035171,0.0049592592592574225,0.0048629629629611615,0.004581481481479785,0.004999999999998148,0.005348148148146168,0.0058518518518496845,0.005959259259257052,0.006603703703701258,0.006562962962960532,0.006759259259256756,0.00711481481481218,0.007092592592589966,0.006659259259256793,0.006274074074071751,0.005407407407405405,0.005296296296294334,0.004874074074072269,0.0048296296296278405,0.004418518518516882,0.004740740740738985,0.0043333333333317285,0.004251851851850277,0.004418518518516882,0.005129629629627729,0.0057481481481460196,0.007603703703700887,0.009311111111107663,0.0127074074074027,0.013918518518513364,0.036125925925912544,0.6779703703701193,0
0.035825925925912654,0.024737037037027874,0.008437037037033912,0.00424074074073917,0.003259259259258052,0.002648148148147167,0.002440740740739837,0.0021592592592584595,0.0019925925925918546,0.0022444444444436134,0.0021148148148140314,0.0022333333333325062,0.0023444444444435763,0.0024185185185176226,0.0023259259259250644,0.0027296296296286187,0.0027777777777767488,0.00308148148148034,0.0033629629629617175,0.0039703703703689,0.004151851851850314,0.0035851851851838572,0.0035222222222209176,0.003266666666665457,0.0029037037037026284,0.002574074074073121,0.0024518518518509436,0.0024148148148139203,0.002377777777776897,0.0022259259259251015,0.0021259259259251385,0.0022592592592584225,0.002411111111110218,0.0027185185185175115,0.0035888888888875596,0.005077777777775897,0.009237037037033616,0.02148888888888093,0.03357777777776534,0.7726962962960101,0
0.037548148148134244,0.022881481481473006,0.011299999999995815,0.006662962962960495,0.0055592592592572,0.0045666666666649754,0.004281481481479896,0.003948148148146686,0.004174074074072528,0.003737037037035653,0.0035629629629616434,0.0037222222222208436,0.0034518518518505733,0.003348148148146908,0.0035111111111098105,0.003962962962961495,0.004444444444442798,0.005481481481479452,0.006488888888886485,0.007748148148145279,0.006618518518516067,0.005611111111109033,0.004918518518516697,0.004296296296294705,0.004007407407405923,0.0032444444444432426,0.0028629629629619026,0.00236666666666579,0.0021703703703695666,0.0020111111111103665,0.0020703703703696037,0.0019370370370363197,0.0021925925925917805,0.0023592592592583854,0.0034444444444431685,0.005974074074071862,0.011170370370366233,0.020481481481473895,0.03388148148146893,0.7279999999997304,0
0.023770370370361567,0.013637037037031986,0.007725925925923065,0.006181481481479192,0.005514814814812773,0.004833333333331543,0.004811111111109329,0.005074074074072195,0.005148148148146242,0.005548148148146094,0.006155555555553275,0.006922222222219658,0.008170370370367344,0.008607407407404219,0.00940370370370022,0.010718518518514549,0.010714814814810847,0.011592592592588298,0.011622222222217917,0.011825925925921545,0.012159259259254755,0.010474074074070194,0.010107407407403663,0.009314814814811365,0.008185185185182154,0.007292592592589892,0.006596296296293853,0.00549629629629426,0.005048148148146279,0.004603703703701998,0.004470370370368714,0.004396296296294668,0.004133333333331803,0.00441481481481318,0.004562962962961273,0.005970370370368159,0.009281481481478044,0.013788888888883782,0.027425925925915768,0.664299999999754,0
0.039559259259244604,0.024244444444435465,0.014648148148142724,0.006866666666664124,0.004214814814813254,0.002774074074073047,0.0023518518518509807,0.001907407407406701,0.00187407407407338,0.0015888888888883003,0.0018333333333326544,0.0017037037037030728,0.001751851851851203,0.001829629629628952,0.002174074074073269,0.002288888888888041,0.002666666666665679,0.0031444444444432796,0.003259259259258052,0.003951851851850388,0.0043703703703687515,0.003759259259257867,0.0036407407407393925,0.0033740740740728246,0.0030037037037025914,0.002848148148147093,0.002788888888887856,0.002688888888887893,0.0024185185185176226,0.0025481481481472042,0.0025148148148138832,0.0023518518518509807,0.0028629629629619026,0.003648148148146797,0.004651851851850129,0.007055555555552942,0.012522222222217584,0.0204851851851776,0.036977777777764086,0.7508555555552775,0
