@relation cancer
@attribute 0 NUMERIC
@attribute 1 NUMERIC
@attribute 2 NUMERIC
@attribute 3 NUMERIC
@attribute 4 NUMERIC
@attribute 5 NUMERIC
@attribute 6 NUMERIC
@attribute 7 NUMERIC
@attribute 8 NUMERIC
@attribute 9 NUMERIC
@attribute 10 NUMERIC
@attribute 11 NUMERIC
@attribute 12 NUMERIC
@attribute 13 NUMERIC
@attribute 14 NUMERIC
@attribute 15 NUMERIC
@attribute 16 NUMERIC
@attribute 17 NUMERIC
@attribute 18 NUMERIC
@attribute 19 NUMERIC
@attribute classes {0,1,}
@data
0.040670370370355306,0.03674074074072713,0.020462962962955383,0.017714814814808254,0.016651851851845683,0.017274074074067676,0.01872592592591899,0.021577777777769785,0.023470370370361676,0.02401111111110222,0.022874074074065602,0.019640740740733468,0.0165148148148087,0.014629629629624212,0.013670370370365307,0.014092592592587373,0.019940740740733355,0.03575185185183861,0.04151481481479944,0.5640703703701615,0
0.05266666666664716,0.046148148148131056,0.014540740740735355,0.008266666666663605,0.006785185185182672,0.007144444444441798,0.008837037037033764,0.01237407407406949,0.016907407407401147,0.021088888888881076,0.020066666666659235,0.016207407407401404,0.011759259259254903,0.009033333333329988,0.007485185185182413,0.00876666666666342,0.014307407407402108,0.04183703703702154,0.048055555555537754,0.6277222222219897,0
0.0436703703703542,0.035140740740727726,0.017440740740734283,0.013588888888883856,0.012918518518513734,0.014822222222216732,0.01837777777777097,0.022244444444436205,0.025781481481471934,0.028174074074063638,0.025199999999990667,0.020018518518511105,0.01562962962962384,0.01202222222221777,0.01102222222221814,0.011866666666662272,0.017625925925919397,0.035188888888875856,0.040499999999985,0.5787666666664523,0
0.05755555555553424,0.04504814814813146,0.018399999999993186,0.01141851851851429,0.009874074074070417,0.009181481481478081,0.009833333333329692,0.011303703703699517,0.012881481481476711,0.01671111111110492,0.01827777777777101,0.017366666666660233,0.01697777777777149,0.016544444444438318,0.01566296296295716,0.017440740740734283,0.023018518518509994,0.04095925925924409,0.054848148148127836,0.5766962962960827,0
0.04505185185183517,0.036381481481468005,0.01896296296295594,0.014277777777772489,0.014492592592587224,0.015059259259253681,0.01665925925925309,0.018781481481474526,0.020307407407399888,0.022137037037028837,0.021751851851843796,0.018733333333326396,0.017033333333327023,0.015096296296290706,0.014281481481476193,0.016344444444438392,0.02193703703702891,0.0371629629629492,0.0451074074073907,0.5704407407405294,0
0.04508888888887219,0.03719629629628252,0.02391481481480596,0.017651851851845313,0.015592592592586817,0.01535925925925357,0.01625185185184583,0.018429629629622805,0.01947407407406686,0.02015185185184439,0.020070370370362935,0.016737037037030836,0.01579999999999415,0.01442222222221688,0.013837037037031912,0.014829629629624138,0.022307407407399147,0.034929629629616696,0.04506296296294627,0.5728925925923805,0
0.05099999999998111,0.044355555555539126,0.017937037037030392,0.012888888888884115,0.011581481481477193,0.011074074074069972,0.011774074074069713,0.012303703703699147,0.013677777777772711,0.015003703703698147,0.014744444444438983,0.01249999999999537,0.011929629629625212,0.010344444444440612,0.009503703703700184,0.01075185185184787,0.01600740740740148,0.042051851851836276,0.04808888888887108,0.6224814814812509,0
0.05015925925924068,0.042988888888872964,0.021422222222214286,0.01675925925925305,0.015488888888883152,0.014140740740735503,0.013037037037032208,0.014414814814809477,0.01772222222221566,0.02217037037036216,0.01781851851851192,0.014703703703698258,0.010525925925922027,0.008622222222219028,0.007529629629626841,0.00811481481481181,0.012940740740735947,0.04321111111109511,0.04786296296294523,0.6003666666664443,0
0.030122222222211066,0.028055555555545165,0.018166666666659937,0.016718518518512325,0.01859999999999311,0.02198148148147334,0.026751851851841944,0.03138518518517356,0.03547037037035723,0.035040740740727765,0.03346296296295057,0.027359259259249126,0.022518518518510177,0.01802592592591925,0.015403703703697999,0.014477777777772415,0.01653333333332721,0.03131851851850692,0.037140740740726985,0.5214666666664736,0
0.05392222222220225,0.048907407407389296,0.016685185185179006,0.009859259259255607,0.007937037037034097,0.007311111111108403,0.007348148148145427,0.008570370370367196,0.01002222222221851,0.01261111111110644,0.012929629629624842,0.010877777777773748,0.010718518518514549,0.00970370370370011,0.009677777777774193,0.011655555555551238,0.0187407407407338,0.04365925925924309,0.050962962962944086,0.6378999999997638,0
