@relation cancer
@attribute 0 NUMERIC
@attribute 1 NUMERIC
@attribute 2 NUMERIC
@attribute 3 NUMERIC
@attribute 4 NUMERIC
@attribute classes {0,1,}
@data
0.16880740740734487,0.3304814814813591,0.3203259259258073,0.18038518518511837,0.0,0
0.19357777777770607,0.29546666666655724,0.31458148148136494,0.19637407407400134,0.0,0
0.17046296296289984,0.32435555555543544,0.32536296296284245,0.17981851851845193,0.0,0
0.18757407407400462,0.2768037037036012,0.31235185185173614,0.22327037037028769,0.0,0
0.1648814814814204,0.31072222222210716,0.3281444444443229,0.19625185185177915,0.0,0
0.17807777777771183,0.3191999999998818,0.31588888888877187,0.18683333333326413,0.0,0
0.19241111111103984,0.3038592592591467,0.3052592592591462,0.19847037037029686,0.0,0
0.18810370370363402,0.31562222222210534,0.2960481481480385,0.20022592592585176,0.0,0
0.1356407407406905,0.34917407407394474,0.3480407407406118,0.16714444444438253,0.0,0
0.20984814814807043,0.27662592592582347,0.29677037037026044,0.21675555555547527,0.0,0
0.19563703703696458,0.2874851851850787,0.3059148148147015,0.21096296296288483,0.0,0
0.16864814814808568,0.3398962962961704,0.3136888888887727,0.17776666666660082,0.0,0
0.13060370370365534,0.353177777777647,0.3613407407406069,0.1548777777777204,0.0,0
0.18038148148141467,0.3071555555554418,0.32122592592580695,0.1912370370369662,0.0,0
0.12749629629624906,0.3680666666665303,0.3508740740739441,0.15356296296290609,0.0,0
0.19674814814807529,0.29338148148137283,0.2975185185184083,0.21235185185177322,0.0,0
0.15958888888882977,0.30753703703692314,0.3402481481480221,0.1926259259258546,0.0,0
0.17012962962956663,0.3116037037035883,0.32677777777765676,0.19148888888881796,0.0,0
0.1661222222221607,0.2999518518517408,0.3384222222220969,0.1955037037036313,0.0,0
0.18639259259252355,0.31104074074062554,0.31549259259247575,0.18707407407400478,0.0,0
0.16607037037030886,0.3221222222221029,0.3254148148146943,0.18639259259252355,0.0,0
0.15098888888883297,0.3424259259257991,0.3413222222220958,0.16526296296290174,0.0,0
0.1796666666666001,0.31754814814803056,0.3183962962961784,0.1843888888888206,0.0,0
